"","Cause","Jurisdiction","Number","Protection.zone","Response.category","Year","Juris_Long","Cause_Grouped","Time1","Time2","Region","Fire_Cause_Human"
"7508","Residents","AB",0,"Intensive","None",1994,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"7509","Residents","AB",0,"Intensive","None",1995,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"7510","Residents","AB",0,"Intensive","None",1996,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"7511","Residents","AB",0,"Intensive","None",1997,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"7512","Residents","AB",0,"Intensive","None",1998,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"7513","Residents","AB",0,"Intensive","None",1999,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"7514","Residents","AB",0,"Intensive","None",2000,"Alberta","People","Late 90s","2000s","Prairie Region","Human"
"7515","Residents","AB",0,"Intensive","None",2001,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"7516","Residents","AB",0,"Intensive","None",2002,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"7517","Residents","AB",0,"Intensive","None",2003,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"7518","Residents","AB",0,"Intensive","None",2004,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"7519","Residents","AB",0,"Intensive","None",2005,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"7520","Residents","AB",0,"Intensive","None",2006,"Alberta","People","Late 10s","2000s","Prairie Region","Human"
"7521","Residents","AB",0,"Intensive","None",2007,"Alberta","People","Late 10s","2000s","Prairie Region","Human"
"7522","Residents","AB",0,"Intensive","None",2008,"Alberta","People","Late 10s","2000s","Prairie Region","Human"
"7523","Residents","AB",0,"Intensive","None",2009,"Alberta","People","Late 10s","2000s","Prairie Region","Human"
"7524","Residents","AB",0,"Intensive","None",2010,"Alberta","People","Late 10s","2010s","Prairie Region","Human"
"7525","Residents","AB",0,"Intensive","None",2011,"Alberta","People","Early 20s","2010s","Prairie Region","Human"
"7526","Residents","AB",0,"Intensive","None",2012,"Alberta","People","Early 20s","2010s","Prairie Region","Human"
"7527","Residents","AB",0,"Intensive","None",2013,"Alberta","People","Early 20s","2010s","Prairie Region","Human"
"7528","Residents","AB",0,"Intensive","None",2014,"Alberta","People","Early 20s","2010s","Prairie Region","Human"
"7529","Residents","AB",0,"Intensive","None",2015,"Alberta","People","Early 20s","2010s","Prairie Region","Human"
"7530","Residents","AB",0,"Intensive","None",2016,"Alberta","People","Late 20s","2010s","Prairie Region","Human"
"7531","Residents","AB",0,"Intensive","None",2017,"Alberta","People","Late 20s","2010s","Prairie Region","Human"
"7532","Residents","BC",0,"Intensive","None",1990,"British Columbia","People","Early 90s","1990s","Pacific Region","Human"
"7533","Residents","BC",0,"Intensive","None",1991,"British Columbia","People","Early 90s","1990s","Pacific Region","Human"
"7534","Residents","BC",0,"Intensive","None",1992,"British Columbia","People","Early 90s","1990s","Pacific Region","Human"
"7535","Residents","BC",0,"Intensive","None",1993,"British Columbia","People","Early 90s","1990s","Pacific Region","Human"
"7536","Residents","BC",0,"Intensive","None",1994,"British Columbia","People","Early 90s","1990s","Pacific Region","Human"
"7537","Residents","BC",0,"Intensive","None",1995,"British Columbia","People","Early 90s","1990s","Pacific Region","Human"
"7538","Residents","BC",0,"Intensive","None",1996,"British Columbia","People","Late 90s","1990s","Pacific Region","Human"
"7539","Residents","BC",0,"Intensive","None",1997,"British Columbia","People","Late 90s","1990s","Pacific Region","Human"
"7540","Residents","BC",0,"Intensive","None",1998,"British Columbia","People","Late 90s","1990s","Pacific Region","Human"
"7541","Residents","BC",0,"Intensive","None",1999,"British Columbia","People","Late 90s","1990s","Pacific Region","Human"
"7542","Residents","BC",0,"Intensive","None",2000,"British Columbia","People","Late 90s","2000s","Pacific Region","Human"
"7543","Residents","BC",0,"Intensive","None",2001,"British Columbia","People","Early 10s","2000s","Pacific Region","Human"
"7544","Residents","BC",0,"Intensive","None",2002,"British Columbia","People","Early 10s","2000s","Pacific Region","Human"
"7545","Residents","BC",0,"Intensive","None",2003,"British Columbia","People","Early 10s","2000s","Pacific Region","Human"
"7546","Residents","BC",0,"Intensive","None",2004,"British Columbia","People","Early 10s","2000s","Pacific Region","Human"
"7547","Residents","BC",0,"Intensive","None",2005,"British Columbia","People","Early 10s","2000s","Pacific Region","Human"
"7548","Residents","BC",0,"Intensive","None",2006,"British Columbia","People","Late 10s","2000s","Pacific Region","Human"
"7549","Residents","BC",0,"Intensive","None",2007,"British Columbia","People","Late 10s","2000s","Pacific Region","Human"
"7550","Residents","BC",0,"Intensive","None",2008,"British Columbia","People","Late 10s","2000s","Pacific Region","Human"
"7551","Residents","BC",0,"Intensive","None",2013,"British Columbia","People","Early 20s","2010s","Pacific Region","Human"
"7552","Residents","BC",0,"Intensive","None",2014,"British Columbia","People","Early 20s","2010s","Pacific Region","Human"
"7553","Residents","MB",0,"Intensive","None",1990,"Manitoba","People","Early 90s","1990s","Prairie Region","Human"
"7554","Residents","MB",0,"Intensive","None",1991,"Manitoba","People","Early 90s","1990s","Prairie Region","Human"
"7555","Residents","MB",0,"Intensive","None",1992,"Manitoba","People","Early 90s","1990s","Prairie Region","Human"
"7556","Residents","MB",0,"Intensive","None",1993,"Manitoba","People","Early 90s","1990s","Prairie Region","Human"
"7557","Residents","MB",0,"Intensive","None",1994,"Manitoba","People","Early 90s","1990s","Prairie Region","Human"
"7558","Residents","MB",0,"Intensive","None",1995,"Manitoba","People","Early 90s","1990s","Prairie Region","Human"
"7559","Residents","MB",0,"Intensive","None",1996,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"7560","Residents","MB",0,"Intensive","None",1997,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"7561","Residents","MB",0,"Intensive","None",1998,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"7562","Residents","MB",0,"Intensive","None",1999,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"7563","Residents","MB",0,"Intensive","None",2000,"Manitoba","People","Late 90s","2000s","Prairie Region","Human"
"7564","Residents","MB",0,"Intensive","None",2001,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"7565","Residents","MB",0,"Intensive","None",2002,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"7566","Residents","MB",1,"Intensive","None",2003,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"7567","Residents","MB",0,"Intensive","None",2004,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"7568","Residents","MB",0,"Intensive","None",2005,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"7569","Residents","MB",1,"Intensive","None",2006,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"7570","Residents","MB",0,"Intensive","None",2007,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"7571","Residents","MB",1,"Intensive","None",2008,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"7572","Residents","MB",2,"Intensive","None",2009,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"7573","Residents","MB",0,"Intensive","None",2010,"Manitoba","People","Late 10s","2010s","Prairie Region","Human"
"7574","Residents","MB",0,"Intensive","None",2011,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"7575","Residents","MB",0,"Intensive","None",2012,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"7576","Residents","MB",0,"Intensive","None",2013,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"7577","Residents","MB",0,"Intensive","None",2014,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"7578","Residents","MB",0,"Intensive","None",2015,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"7579","Residents","MB",0,"Intensive","None",2016,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"7580","Residents","MB",1,"Intensive","None",2017,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"7581","Residents","NP",0,"Intensive","None",1990,"National parks","People","Early 90s","1990s","National Parks","Human"
"7582","Residents","NP",0,"Intensive","None",1991,"National parks","People","Early 90s","1990s","National Parks","Human"
