"","Cause","Jurisdiction","Number","Protection.zone","Response.category","Year","Juris_Long","Cause_Grouped","Time1","Time2","Region","Fire_Cause_Human"
"10896","Other industry","NL",0,"Limited","None",1994,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"10897","Other industry","NL",0,"Limited","None",1995,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"10898","Other industry","NL",0,"Limited","None",1996,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"10899","Other industry","NL",0,"Limited","None",1997,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"10900","Other industry","NL",0,"Limited","None",1998,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"10901","Other industry","NL",0,"Limited","None",1999,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"10902","Other industry","NL",0,"Limited","None",2001,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"10903","Other industry","NL",0,"Limited","None",2002,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"10904","Other industry","NL",0,"Limited","None",2003,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"10905","Other industry","NL",0,"Limited","None",2004,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"10906","Other industry","NL",0,"Limited","None",2005,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"10907","Other industry","NL",0,"Limited","None",2006,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"10908","Other industry","NL",0,"Limited","None",2007,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"10909","Other industry","NL",0,"Limited","None",2008,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"10910","Other industry","NL",0,"Limited","None",2009,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"10911","Other industry","NL",0,"Limited","None",2010,"Newfoundland and Labrador","People","Late 10s","2010s","Atlantic Region","Human"
"10912","Other industry","NL",0,"Limited","None",2011,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"10913","Other industry","NL",0,"Limited","None",2012,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"10914","Other industry","NL",0,"Limited","None",2013,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"10915","Other industry","NL",0,"Limited","None",2014,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"10916","Other industry","NL",0,"Limited","None",2015,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"10917","Other industry","NL",0,"Limited","None",2016,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Human"
"10918","Other industry","NL",0,"Limited","None",2017,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Human"
"10919","Other industry","ON",0,"Limited","None",1990,"Ontario","People","Early 90s","1990s","Central Region","Human"
"10920","Other industry","ON",0,"Limited","None",1991,"Ontario","People","Early 90s","1990s","Central Region","Human"
"10921","Other industry","ON",1,"Limited","None",1992,"Ontario","People","Early 90s","1990s","Central Region","Human"
"10922","Other industry","ON",0,"Limited","None",1993,"Ontario","People","Early 90s","1990s","Central Region","Human"
"10923","Other industry","ON",0,"Limited","None",1994,"Ontario","People","Early 90s","1990s","Central Region","Human"
"10924","Other industry","ON",0,"Limited","None",1995,"Ontario","People","Early 90s","1990s","Central Region","Human"
"10925","Other industry","ON",0,"Limited","None",1996,"Ontario","People","Late 90s","1990s","Central Region","Human"
"10926","Other industry","ON",0,"Limited","None",1997,"Ontario","People","Late 90s","1990s","Central Region","Human"
"10927","Other industry","ON",0,"Limited","None",1998,"Ontario","People","Late 90s","1990s","Central Region","Human"
"10928","Other industry","ON",0,"Limited","None",1999,"Ontario","People","Late 90s","1990s","Central Region","Human"
"10929","Other industry","ON",0,"Limited","None",2000,"Ontario","People","Late 90s","2000s","Central Region","Human"
"10930","Other industry","ON",0,"Limited","None",2001,"Ontario","People","Early 10s","2000s","Central Region","Human"
"10931","Other industry","ON",0,"Limited","None",2002,"Ontario","People","Early 10s","2000s","Central Region","Human"
"10932","Other industry","ON",0,"Limited","None",2003,"Ontario","People","Early 10s","2000s","Central Region","Human"
"10933","Other industry","ON",0,"Limited","None",2004,"Ontario","People","Early 10s","2000s","Central Region","Human"
"10934","Other industry","ON",0,"Limited","None",2005,"Ontario","People","Early 10s","2000s","Central Region","Human"
"10935","Other industry","ON",0,"Limited","None",2006,"Ontario","People","Late 10s","2000s","Central Region","Human"
"10936","Other industry","ON",0,"Limited","None",2007,"Ontario","People","Late 10s","2000s","Central Region","Human"
"10937","Other industry","ON",0,"Limited","None",2008,"Ontario","People","Late 10s","2000s","Central Region","Human"
"10938","Other industry","ON",0,"Limited","None",2009,"Ontario","People","Late 10s","2000s","Central Region","Human"
"10939","Other industry","ON",0,"Limited","None",2010,"Ontario","People","Late 10s","2010s","Central Region","Human"
"10940","Other industry","ON",1,"Limited","None",2012,"Ontario","People","Early 20s","2010s","Central Region","Human"
"10941","Other industry","ON",0,"Limited","None",2017,"Ontario","People","Late 20s","2010s","Central Region","Human"
"10942","Other industry","QC",0,"Limited","None",1990,"Quebec","People","Early 90s","1990s","Central Region","Human"
"10943","Other industry","QC",1,"Limited","None",1991,"Quebec","People","Early 90s","1990s","Central Region","Human"
"10944","Other industry","QC",0,"Limited","None",1992,"Quebec","People","Early 90s","1990s","Central Region","Human"
"10945","Other industry","QC",0,"Limited","None",1993,"Quebec","People","Early 90s","1990s","Central Region","Human"
"10946","Other industry","QC",1,"Limited","None",1994,"Quebec","People","Early 90s","1990s","Central Region","Human"
"10947","Other industry","QC",0,"Limited","None",1995,"Quebec","People","Early 90s","1990s","Central Region","Human"
"10948","Other industry","QC",1,"Limited","None",1996,"Quebec","People","Late 90s","1990s","Central Region","Human"
"10949","Other industry","QC",0,"Limited","None",1997,"Quebec","People","Late 90s","1990s","Central Region","Human"
"10950","Other industry","QC",0,"Limited","None",1998,"Quebec","People","Late 90s","1990s","Central Region","Human"
"10951","Other industry","QC",1,"Limited","None",1999,"Quebec","People","Late 90s","1990s","Central Region","Human"
"10952","Other industry","QC",0,"Limited","None",2000,"Quebec","People","Late 90s","2000s","Central Region","Human"
"10953","Other industry","QC",1,"Limited","None",2001,"Quebec","People","Early 10s","2000s","Central Region","Human"
"10954","Other industry","QC",0,"Limited","None",2002,"Quebec","People","Early 10s","2000s","Central Region","Human"
"10955","Other industry","QC",1,"Limited","None",2003,"Quebec","People","Early 10s","2000s","Central Region","Human"
"10956","Other industry","QC",3,"Limited","None",2004,"Quebec","People","Early 10s","2000s","Central Region","Human"
"10957","Other industry","QC",0,"Limited","None",2005,"Quebec","People","Early 10s","2000s","Central Region","Human"
"10958","Other industry","QC",1,"Limited","None",2006,"Quebec","People","Late 10s","2000s","Central Region","Human"
"10959","Other industry","QC",0,"Limited","None",2007,"Quebec","People","Late 10s","2000s","Central Region","Human"
"10960","Other industry","QC",2,"Limited","None",2008,"Quebec","People","Late 10s","2000s","Central Region","Human"
"10961","Other industry","QC",0,"Limited","None",2009,"Quebec","People","Late 10s","2000s","Central Region","Human"
"10962","Other industry","QC",1,"Limited","None",2010,"Quebec","People","Late 10s","2010s","Central Region","Human"
"10963","Other industry","QC",0,"Limited","None",2011,"Quebec","People","Early 20s","2010s","Central Region","Human"
"10964","Other industry","QC",1,"Limited","None",2012,"Quebec","People","Early 20s","2010s","Central Region","Human"
"10965","Other industry","QC",0,"Limited","None",2013,"Quebec","People","Early 20s","2010s","Central Region","Human"
"10966","Other industry","QC",2,"Limited","None",2014,"Quebec","People","Early 20s","2010s","Central Region","Human"
"10967","Other industry","QC",0,"Limited","None",2015,"Quebec","People","Early 20s","2010s","Central Region","Human"
"10968","Other industry","QC",1,"Limited","None",2016,"Quebec","People","Late 20s","2010s","Central Region","Human"
"10969","Other industry","QC",0,"Limited","None",2017,"Quebec","People","Late 20s","2010s","Central Region","Human"
"10970","Other industry","SK",0,"Limited","None",1997,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Human"
"10971","Other industry","YT",0,"Limited","None",2002,"Yukon","People","Early 10s","2000s","North Region","Human"
"10972","Other industry","YT",0,"Limited","None",2003,"Yukon","People","Early 10s","2000s","North Region","Human"
"10973","Other industry","YT",0,"Limited","None",2004,"Yukon","People","Early 10s","2000s","North Region","Human"
"10974","Other industry","YT",0,"Limited","None",2005,"Yukon","People","Early 10s","2000s","North Region","Human"
"10975","Other industry","YT",0,"Limited","None",2006,"Yukon","People","Late 10s","2000s","North Region","Human"
"10976","Other industry","YT",0,"Limited","None",2007,"Yukon","People","Late 10s","2000s","North Region","Human"
"10977","Other industry","YT",0,"Limited","None",2008,"Yukon","People","Late 10s","2000s","North Region","Human"
"10978","Other industry","YT",0,"Limited","None",2009,"Yukon","People","Late 10s","2000s","North Region","Human"
"10979","Other industry","YT",0,"Limited","None",2010,"Yukon","People","Late 10s","2010s","North Region","Human"
"10980","Other industry","YT",0,"Limited","None",2011,"Yukon","People","Early 20s","2010s","North Region","Human"
"10981","Other industry","YT",0,"Limited","None",2012,"Yukon","People","Early 20s","2010s","North Region","Human"
"10982","Other industry","YT",0,"Limited","None",2013,"Yukon","People","Early 20s","2010s","North Region","Human"
"10983","Other industry","YT",0,"Limited","None",2014,"Yukon","People","Early 20s","2010s","North Region","Human"
"10984","Other industry","YT",0,"Limited","None",2015,"Yukon","People","Early 20s","2010s","North Region","Human"
"10985","Other industry","YT",0,"Limited","None",2016,"Yukon","People","Late 20s","2010s","North Region","Human"
"10986","Other industry","YT",0,"Limited","None",2017,"Yukon","People","Late 20s","2010s","North Region","Human"
"10987","Other industry","NT",0,"Limited","None",2017,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"10988","Railways","MB",0,"Limited","None",1996,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"10989","Railways","MB",0,"Limited","None",1997,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"10990","Railways","MB",0,"Limited","None",1998,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"10991","Railways","MB",0,"Limited","None",1999,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"10992","Railways","MB",0,"Limited","None",2000,"Manitoba","People","Late 90s","2000s","Prairie Region","Human"
"10993","Railways","MB",0,"Limited","None",2001,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"10994","Railways","MB",0,"Limited","None",2002,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"10995","Railways","MB",0,"Limited","None",2003,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"10996","Railways","MB",0,"Limited","None",2004,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"10997","Railways","MB",0,"Limited","None",2005,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"10998","Railways","MB",0,"Limited","None",2006,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"10999","Railways","MB",0,"Limited","None",2007,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11000","Railways","MB",0,"Limited","None",2008,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11001","Railways","MB",0,"Limited","None",2009,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11002","Railways","MB",0,"Limited","None",2010,"Manitoba","People","Late 10s","2010s","Prairie Region","Human"
"11003","Railways","MB",0,"Limited","None",2011,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11004","Railways","MB",0,"Limited","None",2012,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11005","Railways","MB",0,"Limited","None",2013,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11006","Railways","MB",0,"Limited","None",2014,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11007","Railways","MB",0,"Limited","None",2015,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11008","Railways","MB",0,"Limited","None",2016,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"11009","Railways","MB",0,"Limited","None",2017,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"11010","Railways","NL",0,"Limited","None",1990,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11011","Railways","NL",0,"Limited","None",1991,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11012","Railways","NL",0,"Limited","None",1992,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11013","Railways","NL",0,"Limited","None",1993,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11014","Railways","NL",0,"Limited","None",1994,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11015","Railways","NL",0,"Limited","None",1995,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11016","Railways","NL",0,"Limited","None",1996,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11017","Railways","NL",0,"Limited","None",1997,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11018","Railways","NL",0,"Limited","None",1998,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11019","Railways","NL",0,"Limited","None",1999,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11020","Railways","NL",0,"Limited","None",2001,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11021","Railways","NL",0,"Limited","None",2002,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11022","Railways","NL",0,"Limited","None",2003,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11023","Railways","NL",0,"Limited","None",2004,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11024","Railways","NL",0,"Limited","None",2005,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11025","Railways","NL",0,"Limited","None",2006,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11026","Railways","NL",0,"Limited","None",2007,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11027","Railways","NL",0,"Limited","None",2008,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11028","Railways","NL",0,"Limited","None",2009,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11029","Railways","NL",0,"Limited","None",2010,"Newfoundland and Labrador","People","Late 10s","2010s","Atlantic Region","Human"
"11030","Railways","NL",0,"Limited","None",2011,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11031","Railways","NL",0,"Limited","None",2012,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11032","Railways","NL",0,"Limited","None",2013,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11033","Railways","NL",0,"Limited","None",2014,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11034","Railways","NL",0,"Limited","None",2015,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11035","Railways","NL",0,"Limited","None",2016,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Human"
"11036","Railways","NL",0,"Limited","None",2017,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Human"
"11037","Railways","ON",0,"Limited","None",1990,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11038","Railways","ON",2,"Limited","None",1991,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11039","Railways","ON",0,"Limited","None",1992,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11040","Railways","ON",0,"Limited","None",1993,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11041","Railways","ON",0,"Limited","None",1994,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11042","Railways","ON",0,"Limited","None",1995,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11043","Railways","ON",0,"Limited","None",1996,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11044","Railways","ON",0,"Limited","None",1997,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11045","Railways","ON",0,"Limited","None",1998,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11046","Railways","ON",0,"Limited","None",1999,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11047","Railways","ON",0,"Limited","None",2000,"Ontario","People","Late 90s","2000s","Central Region","Human"
"11048","Railways","ON",0,"Limited","None",2001,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11049","Railways","ON",0,"Limited","None",2002,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11050","Railways","ON",0,"Limited","None",2003,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11051","Railways","ON",0,"Limited","None",2004,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11052","Railways","ON",0,"Limited","None",2005,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11053","Railways","ON",0,"Limited","None",2006,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11054","Railways","ON",0,"Limited","None",2007,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11055","Railways","ON",0,"Limited","None",2008,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11056","Railways","ON",0,"Limited","None",2009,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11057","Railways","ON",0,"Limited","None",2010,"Ontario","People","Late 10s","2010s","Central Region","Human"
"11058","Railways","ON",0,"Limited","None",2012,"Ontario","People","Early 20s","2010s","Central Region","Human"
"11059","Railways","ON",0,"Limited","None",2017,"Ontario","People","Late 20s","2010s","Central Region","Human"
"11060","Railways","QC",0,"Limited","None",1990,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11061","Railways","QC",0,"Limited","None",1991,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11062","Railways","QC",0,"Limited","None",1992,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11063","Railways","QC",0,"Limited","None",1993,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11064","Railways","QC",0,"Limited","None",1994,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11065","Railways","QC",0,"Limited","None",1995,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11066","Railways","QC",0,"Limited","None",1996,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11067","Railways","QC",0,"Limited","None",1997,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11068","Railways","QC",0,"Limited","None",1998,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11069","Railways","QC",0,"Limited","None",1999,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11070","Railways","QC",0,"Limited","None",2000,"Quebec","People","Late 90s","2000s","Central Region","Human"
"11071","Railways","QC",0,"Limited","None",2001,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11072","Railways","QC",0,"Limited","None",2002,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11073","Railways","QC",0,"Limited","None",2003,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11074","Railways","QC",0,"Limited","None",2004,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11075","Railways","QC",0,"Limited","None",2005,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11076","Railways","QC",0,"Limited","None",2006,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11077","Railways","QC",0,"Limited","None",2007,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11078","Railways","QC",0,"Limited","None",2008,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11079","Railways","QC",0,"Limited","None",2009,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11080","Railways","QC",0,"Limited","None",2010,"Quebec","People","Late 10s","2010s","Central Region","Human"
"11081","Railways","QC",0,"Limited","None",2011,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11082","Railways","QC",0,"Limited","None",2012,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11083","Railways","QC",0,"Limited","None",2013,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11084","Railways","QC",0,"Limited","None",2014,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11085","Railways","QC",0,"Limited","None",2015,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11086","Railways","QC",0,"Limited","None",2016,"Quebec","People","Late 20s","2010s","Central Region","Human"
"11087","Railways","QC",0,"Limited","None",2017,"Quebec","People","Late 20s","2010s","Central Region","Human"
"11088","Railways","SK",0,"Limited","None",1997,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Human"
"11089","Railways","YT",0,"Limited","None",2002,"Yukon","People","Early 10s","2000s","North Region","Human"
"11090","Railways","YT",0,"Limited","None",2003,"Yukon","People","Early 10s","2000s","North Region","Human"
"11091","Railways","YT",0,"Limited","None",2004,"Yukon","People","Early 10s","2000s","North Region","Human"
"11092","Railways","YT",0,"Limited","None",2005,"Yukon","People","Early 10s","2000s","North Region","Human"
"11093","Railways","YT",0,"Limited","None",2006,"Yukon","People","Late 10s","2000s","North Region","Human"
"11094","Railways","YT",0,"Limited","None",2007,"Yukon","People","Late 10s","2000s","North Region","Human"
"11095","Railways","YT",0,"Limited","None",2008,"Yukon","People","Late 10s","2000s","North Region","Human"
"11096","Railways","YT",0,"Limited","None",2009,"Yukon","People","Late 10s","2000s","North Region","Human"
"11097","Railways","YT",0,"Limited","None",2010,"Yukon","People","Late 10s","2010s","North Region","Human"
"11098","Railways","YT",0,"Limited","None",2011,"Yukon","People","Early 20s","2010s","North Region","Human"
"11099","Railways","YT",0,"Limited","None",2012,"Yukon","People","Early 20s","2010s","North Region","Human"
"11100","Railways","YT",0,"Limited","None",2013,"Yukon","People","Early 20s","2010s","North Region","Human"
"11101","Railways","YT",0,"Limited","None",2014,"Yukon","People","Early 20s","2010s","North Region","Human"
"11102","Railways","YT",0,"Limited","None",2015,"Yukon","People","Early 20s","2010s","North Region","Human"
"11103","Railways","YT",0,"Limited","None",2016,"Yukon","People","Late 20s","2010s","North Region","Human"
"11104","Railways","YT",0,"Limited","None",2017,"Yukon","People","Late 20s","2010s","North Region","Human"
"11105","Railways","NT",0,"Limited","None",2017,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"11106","Recreation","MB",0,"Limited","None",1996,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11107","Recreation","MB",0,"Limited","None",1997,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11108","Recreation","MB",0,"Limited","None",1998,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11109","Recreation","MB",3,"Limited","None",1999,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11110","Recreation","MB",0,"Limited","None",2000,"Manitoba","People","Late 90s","2000s","Prairie Region","Human"
"11111","Recreation","MB",0,"Limited","None",2001,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11112","Recreation","MB",1,"Limited","None",2002,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11113","Recreation","MB",5,"Limited","None",2003,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11114","Recreation","MB",0,"Limited","None",2004,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11115","Recreation","MB",0,"Limited","None",2005,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11116","Recreation","MB",3,"Limited","None",2006,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11117","Recreation","MB",1,"Limited","None",2007,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11118","Recreation","MB",1,"Limited","None",2008,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11119","Recreation","MB",0,"Limited","None",2009,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11120","Recreation","MB",0,"Limited","None",2010,"Manitoba","People","Late 10s","2010s","Prairie Region","Human"
"11121","Recreation","MB",0,"Limited","None",2011,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11122","Recreation","MB",0,"Limited","None",2012,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11123","Recreation","MB",0,"Limited","None",2013,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11124","Recreation","MB",0,"Limited","None",2014,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11125","Recreation","MB",1,"Limited","None",2015,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11126","Recreation","MB",0,"Limited","None",2016,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"11127","Recreation","MB",2,"Limited","None",2017,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"11128","Recreation","NL",0,"Limited","None",1990,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11129","Recreation","NL",1,"Limited","None",1991,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11130","Recreation","NL",1,"Limited","None",1992,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11131","Recreation","NL",0,"Limited","None",1993,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11132","Recreation","NL",0,"Limited","None",1994,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11133","Recreation","NL",0,"Limited","None",1995,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11134","Recreation","NL",0,"Limited","None",1996,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11135","Recreation","NL",0,"Limited","None",1997,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11136","Recreation","NL",0,"Limited","None",1998,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11137","Recreation","NL",0,"Limited","None",1999,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11138","Recreation","NL",0,"Limited","None",2001,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11139","Recreation","NL",0,"Limited","None",2002,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11140","Recreation","NL",0,"Limited","None",2003,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11141","Recreation","NL",0,"Limited","None",2004,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11142","Recreation","NL",0,"Limited","None",2005,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11143","Recreation","NL",0,"Limited","None",2006,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11144","Recreation","NL",0,"Limited","None",2007,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11145","Recreation","NL",0,"Limited","None",2008,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11146","Recreation","NL",0,"Limited","None",2009,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11147","Recreation","NL",0,"Limited","None",2010,"Newfoundland and Labrador","People","Late 10s","2010s","Atlantic Region","Human"
"11148","Recreation","NL",0,"Limited","None",2011,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11149","Recreation","NL",0,"Limited","None",2012,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11150","Recreation","NL",0,"Limited","None",2013,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11151","Recreation","NL",0,"Limited","None",2014,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11152","Recreation","NL",0,"Limited","None",2015,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11153","Recreation","NL",0,"Limited","None",2016,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Human"
